date,close,SMA50,SMA100,Signal,Entry/Exit,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns
2011-07-12,50.5357,48.372502,48.807573999999995,0.0,0.0,0.0,0.0,0.0,107060.0,107060.0,0.0,0.07059999999999955
2011-07-13,51.1457,48.406043999999994,48.807173999999996,0.0,0.0,0.0,0.0,0.0,107060.0,107060.0,0.0,0.07059999999999955
2011-07-14,51.11,48.433387999999994,48.817474000000004,0.0,0.0,0.0,0.0,0.0,107060.0,107060.0,0.0,0.07059999999999955
2011-07-15,52.1314,48.477244,48.855059999999995,0.0,0.0,0.0,0.0,0.0,107060.0,107060.0,0.0,0.07059999999999955
2011-07-18,53.4,48.55452999999999,48.899603000000006,0.0,0.0,0.0,0.0,0.0,107060.0,107060.0,0.0,0.07059999999999955
2011-07-19,53.8357,48.640788,48.948131999999994,0.0,0.0,0.0,0.0,0.0,107060.0,107060.0,0.0,0.07059999999999955
2011-07-20,55.2714,48.753074,49.003475,0.0,0.0,0.0,0.0,0.0,107060.0,107060.0,0.0,0.07059999999999955
2011-07-21,55.3271,48.861188,49.05216,0.0,0.0,0.0,0.0,0.0,107060.0,107060.0,0.0,0.07059999999999955
2011-07-22,56.1857,48.992816000000005,49.115002999999994,0.0,0.0,0.0,0.0,0.0,107060.0,107060.0,0.0,0.07059999999999955
2011-07-25,56.9286,49.141188,49.181261000000006,0.0,0.0,0.0,0.0,0.0,107060.0,107060.0,0.0,0.07059999999999955
2011-07-26,57.63,49.32093199999999,49.243904,1.0,1.0,500.0,500.0,28815.0,78245.0,107060.0,0.0,0.07059999999999955
2011-07-27,56.0843,49.490331999999995,49.29046099999999,1.0,0.0,500.0,0.0,28042.149999999998,78245.0,106287.15,-0.007218849243414982,0.06287149999999952
2011-07-28,55.9743,49.649418000000004,49.342546999999996,1.0,0.0,500.0,0.0,27987.15,78245.0,106232.15,-0.000517466128313715,0.062321499999999475
2011-07-29,55.7828,49.79401800000001,49.392146999999994,1.0,0.0,500.0,0.0,27891.4,78245.0,106136.4,-0.0009013278936743641,0.06136399999999953
2011-08-01,56.6786,49.954648,49.455405,1.0,0.0,500.0,0.0,28339.300000000003,78245.0,106584.3,0.004220041380713857,0.06584299999999943
2011-08-02,55.5586,50.108048,49.515748,1.0,0.0,500.0,0.0,27779.3,78245.0,106024.3,-0.00525405711723026,0.06024299999999938
2011-08-03,56.0814,50.27424800000001,49.573719000000004,1.0,0.0,500.0,0.0,28040.7,78245.0,106285.7,0.0024654725378991937,0.06285699999999927
2011-08-04,53.91,50.403333999999994,49.607732999999996,1.0,0.0,500.0,0.0,26955.0,78245.0,105200.0,-0.010214920727811938,0.05199999999999916
2011-08-05,53.3743,50.508592,49.648005000000005,1.0,0.0,500.0,0.0,26687.149999999998,78245.0,104932.15,-0.0025461026615970495,0.04932149999999913
2011-08-08,50.4586,50.560621999999995,49.681148,1.0,0.0,500.0,0.0,25229.3,78245.0,103474.3,-0.013893263408783607,0.0347429999999993
2011-08-09,53.43,50.665194,49.737390999999995,1.0,0.0,500.0,0.0,26715.0,78245.0,104960.0,0.014358154633566045,0.04959999999999942
2011-08-10,51.9557,50.710508,49.78456200000001,1.0,0.0,500.0,0.0,25977.85,78245.0,104222.85,-0.007023151676829209,0.04222849999999956
2011-08-11,53.3857,50.79105,49.833705,1.0,0.0,500.0,0.0,26692.85,78245.0,104937.85,0.006860299828684413,0.04937849999999955
2011-08-12,53.8557,50.879301999999996,49.884834,1.0,0.0,500.0,0.0,26927.85,78245.0,105172.85,0.002239420761908084,0.0517284999999994
2011-08-15,54.7728,50.99350200000001,49.948004999999995,1.0,0.0,500.0,0.0,27386.399999999998,78245.0,105631.4,0.0043599655234216605,0.05631399999999931
2011-08-16,54.3543,51.114760000000004,49.99873399999999,1.0,0.0,500.0,0.0,27177.15,78245.0,105422.15,-0.001980945059896988,0.054221499999999256
2011-08-17,54.3486,51.253046,50.040020000000005,1.0,0.0,500.0,0.0,27174.3,78245.0,105419.3,-2.7034166918404878e-05,0.05419299999999927
2011-08-18,52.2928,51.349646,50.06232,1.0,0.0,500.0,0.0,26146.4,78245.0,104391.4,-0.009750586467563438,0.04391399999999912
2011-08-19,50.8614,51.41976,50.069562999999995,1.0,0.0,500.0,0.0,25430.7,78245.0,103675.7,-0.0068559287450882245,0.03675699999999904
2011-08-22,50.92,51.507017999999995,50.08072,1.0,0.0,500.0,0.0,25460.0,78245.0,103705.0,0.000282612029627094,0.03704999999999914
2011-08-23,53.3714,51.641304,50.116566000000006,1.0,0.0,500.0,0.0,26685.7,78245.0,104930.7,0.011819102261221737,0.0493069999999991
2011-08-24,53.74,51.766276000000005,50.16173799999999,1.0,0.0,500.0,0.0,26870.0,78245.0,105115.0,0.001756397317467684,0.05114999999999914
2011-08-25,53.3886,51.900476,50.20821,1.0,0.0,500.0,0.0,26694.3,78245.0,104939.3,-0.0016715026399657384,0.04939299999999913
2011-08-26,54.7971,52.06739,50.272053,1.0,0.0,500.0,0.0,27398.55,78245.0,105643.55,0.006711022467273953,0.056435499999999195
2011-08-29,55.71,52.26656199999999,50.346239,1.0,0.0,500.0,0.0,27855.0,78245.0,106100.0,0.004320661318177876,0.060999999999999055
2011-08-30,55.7128,52.479904,50.420396000000004,1.0,0.0,500.0,0.0,27856.4,78245.0,106101.4,1.3195098963247887e-05,0.06101399999999901
2011-08-31,54.9757,52.649989999999995,50.491496,1.0,0.0,500.0,0.0,27487.850000000002,78245.0,105732.85,-0.003473563968053095,0.05732849999999923
2011-09-01,54.4328,52.816904,50.563252999999996,1.0,0.0,500.0,0.0,27216.4,78245.0,105461.4,-0.0025673194281626843,0.05461399999999905
2011-09-02,53.4357,52.939246000000004,50.622752999999996,1.0,0.0,500.0,0.0,26717.85,78245.0,104962.85,-0.004727322034412507,0.04962849999999919
2011-09-06,54.2486,53.09179,50.68505300000001,1.0,0.0,500.0,0.0,27124.300000000003,78245.0,105369.3,0.0038723224455128324,0.0536929999999991
2011-09-07,54.8471,53.240046,50.758638,1.0,0.0,500.0,0.0,27423.55,78245.0,105668.55,0.0028400112746311823,0.056685499999999056
2011-09-08,54.8771,53.379701999999995,50.839609,1.0,0.0,500.0,0.0,27438.55,78245.0,105683.55,0.00014195330587951638,0.05683549999999893
2011-09-09,53.9257,53.503816,50.90479499999999,1.0,0.0,500.0,0.0,26962.85,78245.0,105207.85,-0.004501173550661375,0.05207849999999903
2011-09-12,54.2771,53.630302,50.964909,1.0,0.0,500.0,0.0,27138.55,78245.0,105383.55,0.0016700274741856536,0.05383549999999904
2011-09-13,54.9457,53.748473999999995,51.025209000000004,1.0,0.0,500.0,0.0,27472.850000000002,78245.0,105717.85,0.0031722218505640942,0.05717849999999913
2011-09-14,55.6143,53.862388,51.080358,1.0,0.0,500.0,0.0,27807.15,78245.0,106052.15,0.0031621906801924116,0.06052149999999901
2011-09-15,56.1371,53.980101999999995,51.13743100000001,1.0,0.0,500.0,0.0,28068.55,78245.0,106313.55,0.0024648250884118372,0.06313549999999912
2011-09-16,57.2143,54.103815999999995,51.208974,1.0,0.0,500.0,0.0,28607.15,78245.0,106852.15,0.005066146319072207,0.06852149999999901
2011-09-19,58.8043,54.252159999999996,51.296803,1.0,0.0,500.0,0.0,29402.149999999998,78245.0,107647.15,0.007440187211956051,0.07647149999999914
2011-09-20,59.0643,54.422018,51.392089,1.0,0.0,500.0,0.0,29532.15,78245.0,107777.15,0.0012076492503516612,0.077771499999999
2011-09-21,58.8771,54.588846000000004,51.48067400000001,1.0,0.0,500.0,0.0,29438.55,78245.0,107683.55,-0.000868458666795191,0.07683549999999917
2011-09-22,57.4028,54.713988,51.560016000000005,1.0,0.0,500.0,0.0,28701.399999999998,78245.0,106946.4,-0.006845520973259189,0.06946399999999908
2011-09-23,57.7571,54.84693,51.640159000000004,1.0,0.0,500.0,0.0,28878.55,78245.0,107123.55,0.0016564372433294228,0.07123549999999912
2011-09-26,57.5957,54.956216,51.71673,1.0,0.0,500.0,0.0,28797.850000000002,78245.0,107042.85,-0.0007533357511023686,0.07042849999999912
2011-09-27,57.0371,55.028958,51.79174400000001,1.0,0.0,500.0,0.0,28518.550000000003,78245.0,106763.55,-0.0026092354603787227,0.06763549999999907
2011-09-28,56.7157,55.086558000000004,51.863673,1.0,0.0,500.0,0.0,28357.85,78245.0,106602.85,-0.0015051953592775114,0.06602849999999916
2011-09-29,55.7957,55.097044,51.925059000000005,1.0,0.0,500.0,0.0,27897.85,78245.0,106142.85,-0.004315081632432882,0.06142849999999922
2011-09-30,54.4743,55.079988,51.970588,1.0,0.0,500.0,0.0,27237.15,78245.0,105482.15,-0.006224630297754552,0.05482149999999897
2011-10-03,53.5143,55.026559999999996,52.009688000000004,1.0,0.0,500.0,0.0,26757.149999999998,78245.0,105002.15,-0.004550532957471987,0.05002149999999883
2011-10-04,53.2143,54.952273999999996,52.046731,1.0,0.0,500.0,0.0,26607.15,78245.0,104852.15,-0.0014285421774696827,0.048521499999998774
2011-10-05,54.0357,54.880388,52.100660000000005,1.0,0.0,500.0,0.0,27017.85,78245.0,105262.85,0.003916944001625344,0.05262849999999908
2011-10-06,53.91,54.836902,52.163617,1.0,0.0,500.0,0.0,26955.0,78245.0,105200.0,-0.0005970767464494875,0.05199999999999916
2011-10-07,52.8286,54.773988,52.211703,1.0,0.0,500.0,0.0,26414.3,78245.0,104659.3,-0.005139733840304195,0.04659299999999922
2011-10-10,55.5443,54.769218,52.281618,1.0,0.0,500.0,0.0,27772.15,78245.0,106017.15,0.012974002310353505,0.060171499999998934
2011-10-11,57.1843,54.779332000000004,52.36699000000001,1.0,0.0,500.0,0.0,28592.15,78245.0,106837.15,0.007734597657077291,0.06837149999999914
2011-10-12,57.4557,54.817274,52.462661,1.0,0.0,500.0,0.0,28727.85,78245.0,106972.85,0.0012701574311932973,0.0697284999999992
2011-10-13,58.3471,54.862587999999995,52.568418,1.0,0.0,500.0,0.0,29173.55,78245.0,107418.55,0.004166477755804365,0.07418549999999913
2011-10-14,60.2857,54.990102,52.696718000000004,1.0,0.0,500.0,0.0,30142.85,78245.0,108387.85,0.009023581122627355,0.08387849999999908
2011-10-17,59.9986,55.12258800000001,52.81559,1.0,0.0,500.0,0.0,29999.300000000003,78245.0,108244.3,-0.0013244104389930067,0.08244299999999893
2011-10-18,60.32,55.319816,52.940219,1.0,0.0,500.0,0.0,30160.0,78245.0,108405.0,0.001484604732073569,0.08404999999999885
2011-10-19,56.9457,55.39013,53.027662,1.0,0.0,500.0,0.0,28472.850000000002,78245.0,106717.85,-0.015563396522300543,0.06717849999999892
2011-10-20,56.4728,55.480472,53.09549,1.0,0.0,500.0,0.0,28236.4,78245.0,106481.4,-0.002215655581517151,0.06481399999999882
2011-10-21,56.1243,55.535244000000006,53.163147,1.0,0.0,500.0,0.0,28062.149999999998,78245.0,106307.15,-0.0016364360348379847,0.06307149999999884
2011-10-24,57.9671,55.617472,53.248387,1.0,0.0,500.0,0.0,28983.55,78245.0,107228.55,0.00866733799184738,0.07228549999999911
2011-10-25,56.8243,55.658502,53.326001999999995,1.0,0.0,500.0,0.0,28412.15,78245.0,106657.15,-0.0053288046886766915,0.06657149999999912
2011-10-26,57.2286,55.715987999999996,53.41537399999999,1.0,0.0,500.0,0.0,28614.3,78245.0,106859.3,0.0018953253485585186,0.06859299999999924
2011-10-27,57.8128,55.785272000000006,53.519159,1.0,0.0,500.0,0.0,28906.4,78245.0,107151.4,0.002733500968095326,0.07151399999999919
2011-10-28,57.85,55.896416,53.623031,1.0,0.0,500.0,0.0,28925.0,78245.0,107170.0,0.00017358615939699895,0.07169999999999921
2011-10-31,57.8257,56.035702,53.727731000000006,1.0,0.0,500.0,0.0,28912.85,78245.0,107157.85,-0.00011337127927590895,0.07157849999999932
2011-11-01,56.6443,56.150188,53.828603,1.0,0.0,500.0,0.0,28322.15,78245.0,106567.15,-0.0055124286274874645,0.06567149999999922
2011-11-02,56.7728,56.218216000000005,53.929759999999995,1.0,0.0,500.0,0.0,28386.399999999998,78245.0,106631.4,0.0006029062426835541,0.0663139999999991
2011-11-03,57.5814,56.295044,54.03066,1.0,0.0,500.0,0.0,28790.7,78245.0,107035.7,0.0037915660865373013,0.07035699999999911
2011-11-04,57.1771,56.370814,54.135645,1.0,0.0,500.0,0.0,28588.550000000003,78245.0,106833.55,-0.0018886222073569714,0.06833549999999922
2011-11-07,57.1043,56.416957999999994,54.242174000000006,1.0,0.0,500.0,0.0,28552.15,78245.0,106797.15,-0.00034071693770365563,0.06797149999999919
2011-11-08,58.0328,56.463414,54.364988000000004,1.0,0.0,500.0,0.0,29016.4,78245.0,107261.4,0.004347026114460917,0.07261399999999907
2011-11-09,56.4686,56.47853,54.479217,1.0,0.0,500.0,0.0,28234.3,78245.0,106479.3,-0.007291532648277865,0.06479299999999921
2011-11-10,55.0314,56.479644,54.564817000000005,1.0,0.0,500.0,0.0,27515.7,78245.0,105760.7,-0.006748729565277056,0.057606999999999076
2011-11-11,54.9457,56.489902,54.653403,1.0,0.0,500.0,0.0,27472.850000000002,78245.0,105717.85,-0.0004051599507188808,0.05717849999999913
2011-11-14,54.18,56.504788,54.722016999999994,1.0,0.0,500.0,0.0,27090.0,78245.0,105335.0,-0.003621431953071408,0.05334999999999912
2011-11-15,55.5471,56.530758000000006,54.811274,1.0,0.0,500.0,0.0,27773.55,78245.0,106018.55,0.006489296055442129,0.060185499999999115
2011-11-16,54.9671,56.533158,54.886601999999996,1.0,0.0,500.0,0.0,27483.55,78245.0,105728.55,-0.0027353703667896134,0.05728549999999899
2011-11-17,53.9157,56.51393,54.946816,1.0,0.0,500.0,0.0,26957.850000000002,78245.0,105202.85,-0.0049721669312593475,0.05202849999999892
2011-11-18,53.5628,56.50667200000001,55.00524399999999,1.0,0.0,500.0,0.0,26781.4,78245.0,105026.4,-0.001677235930395482,0.050263999999998754
2011-11-21,52.7157,56.475443999999996,55.052873,1.0,0.0,500.0,0.0,26357.85,78245.0,104602.85,-0.004032795563781999,0.04602849999999892
2011-11-22,53.7871,56.452272,55.100373,1.0,0.0,500.0,0.0,26893.550000000003,78245.0,105138.55,0.005121275376340106,0.051385499999998974
2011-11-23,52.4271,56.388527999999994,55.125458,1.0,0.0,500.0,0.0,26213.550000000003,78245.0,104458.55,-0.006467656249777076,0.044585499999999056
2011-11-25,51.9386,56.304558,55.14233,1.0,0.0,500.0,0.0,25969.3,78245.0,104214.3,-0.002338248041926727,0.04214299999999893
2011-11-28,53.7314,56.234899999999996,55.169358,1.0,0.0,500.0,0.0,26865.7,78245.0,105110.7,0.008601506703014739,0.0511069999999989
2011-11-29,53.3143,56.1251,55.18863,1.0,0.0,500.0,0.0,26657.15,78245.0,104902.15,-0.00198409866930771,0.04902149999999894
2011-11-30,54.6,56.035814,55.228916,1.0,0.0,500.0,0.0,27300.0,78245.0,105545.0,0.006128091750264408,0.05544999999999889
2011-12-01,55.4186,55.966643999999995,55.277745,1.0,0.0,500.0,0.0,27709.3,78245.0,105954.3,0.003877966744042949,0.05954299999999901
2011-12-02,55.6714,55.932016000000004,55.323002,1.0,0.0,500.0,0.0,27835.7,78245.0,106080.7,0.001192967156594893,0.060806999999998945
2011-12-05,56.1443,55.89975999999999,55.373345,1.0,0.0,500.0,0.0,28072.15,78245.0,106317.15,0.0022289634212444565,0.06317149999999905
2011-12-06,55.85,55.864846,55.410531,1.0,0.0,500.0,0.0,27925.0,78245.0,106170.0,-0.001384066446476373,0.0616999999999992
2011-12-07,55.5843,55.835789999999996,55.432374,1.0,0.0,500.0,0.0,27792.149999999998,78245.0,106037.15,-0.0012512950927757727,0.060371499999999134
2011-12-08,55.8086,55.817648,55.452102999999994,1.0,0.0,500.0,0.0,27904.3,78245.0,106149.3,0.0010576481921666936,0.06149299999999913
2011-12-09,56.2314,55.82636200000001,55.461703,1.0,0.0,500.0,0.0,28115.7,78245.0,106360.7,0.00199153456499479,0.06360699999999908
2011-12-12,55.9771,55.85641799999999,55.468203,1.0,0.0,500.0,0.0,27988.55,78245.0,106233.55,-0.0011954603533070873,0.06233549999999921
2011-12-13,55.5443,55.897017999999996,55.461788999999996,1.0,0.0,500.0,0.0,27772.15,78245.0,106017.15,-0.00203702126117411,0.060171499999999156
2011-12-14,54.3128,55.918988,55.435631,1.0,0.0,500.0,0.0,27156.4,78245.0,105401.4,-0.005808022569933291,0.05401399999999912
2011-12-15,54.1343,55.92096000000001,55.400674,1.0,0.0,500.0,0.0,27067.15,78245.0,105312.15,-0.0008467629462227677,0.053121499999999156
2011-12-16,54.4314,55.931388000000005,55.384145,1.0,0.0,500.0,0.0,27215.699999999997,78245.0,105460.7,0.001410568486162278,0.054606999999999184
2011-12-19,54.6014,55.966844,55.370416000000006,1.0,0.0,500.0,0.0,27300.7,78245.0,105545.7,0.0008059874436638914,0.0554569999999992
2011-12-20,56.5643,55.987244000000004,55.37823100000001,1.0,0.0,500.0,0.0,28282.15,78245.0,106527.15,0.0092988155841498,0.06527149999999926
2011-12-21,56.635,55.976258,55.377795000000006,1.0,0.0,500.0,0.0,28317.5,78245.0,106562.5,0.0003318402867251713,0.06562499999999938
2011-12-22,56.9357,55.965858,55.391566000000005,1.0,0.0,500.0,0.0,28467.85,78245.0,106712.85,0.0014109090909091293,0.06712849999999948
2011-12-23,57.6186,55.951288000000005,55.406938,1.0,0.0,500.0,0.0,28809.3,78245.0,107054.3,0.0031997083762640433,0.07054299999999958
2011-12-27,58.0757,55.907088,55.448595000000005,1.0,0.0,500.0,0.0,29037.85,78245.0,107282.85,0.0021348978976090116,0.07282849999999952
2011-12-28,57.52,55.857516,55.490052,1.0,0.0,500.0,0.0,28760.0,78245.0,107005.0,-0.002589882725897108,0.0700499999999995
2011-12-29,57.8743,55.808602,55.564209,1.0,0.0,500.0,0.0,28937.149999999998,78245.0,107182.15,0.0016555301154150825,0.07182149999999932
2011-12-30,57.8571,55.82683,55.60848,1.0,0.0,500.0,0.0,28928.550000000003,78245.0,107173.55,-8.02372409957064e-05,0.07173549999999951
2012-01-03,58.7471,55.872316,55.676394,1.0,0.0,500.0,0.0,29373.550000000003,78245.0,107618.55,0.004152143882515835,0.07618549999999957
2012-01-04,59.0628,55.93108599999999,55.733165,1.0,0.0,500.0,0.0,29531.4,78245.0,107776.4,0.0014667545697280016,0.0777639999999995
2012-01-05,59.7186,55.966116,55.791794,1.0,0.0,500.0,0.0,29859.3,78245.0,108104.3,0.0030424100266850385,0.08104299999999975
2012-01-06,60.3428,56.036486,55.847494000000005,1.0,0.0,500.0,0.0,30171.399999999998,78245.0,108416.4,0.0028870266955152157,0.08416399999999968
2012-01-09,60.2471,56.096855999999995,55.906422,1.0,0.0,500.0,0.0,30123.550000000003,78245.0,108368.55,-0.0004413538911086645,0.08368549999999986
2012-01-10,60.4628,56.149856,55.967564,1.0,0.0,500.0,0.0,30231.4,78245.0,108476.4,0.0009952149401277754,0.08476399999999962
2012-01-11,60.3643,56.200142,56.048279,1.0,0.0,500.0,0.0,30182.15,78245.0,108427.15,-0.0004540158043593312,0.08427149999999961
2012-01-12,60.1986,56.247600000000006,56.141651,1.0,0.0,500.0,0.0,30099.3,78245.0,108344.3,-0.0007641075136622932,0.08344299999999971
2012-01-13,59.9728,56.314170000000004,56.232178999999995,1.0,0.0,500.0,0.0,29986.4,78245.0,108231.4,-0.0010420483587969542,0.08231399999999955
2012-01-17,60.6714,56.39214199999999,56.305178999999995,1.0,0.0,500.0,0.0,30335.7,78245.0,108580.7,0.0032273443751074105,0.08580699999999952
2012-01-18,61.3014,56.466542,56.380793000000004,1.0,0.0,500.0,0.0,30650.7,78245.0,108895.7,0.002901068053530631,0.08895699999999951
2012-01-19,61.1071,56.545142,56.457978000000004,1.0,0.0,500.0,0.0,30553.550000000003,78245.0,108798.55,-0.0008921380734041584,0.0879854999999996
2012-01-20,60.0428,56.603912,56.51043500000001,1.0,0.0,500.0,0.0,30021.4,78245.0,108266.4,-0.004891149744183254,0.08266399999999963
2012-01-23,61.0584,56.664424,56.563919000000006,1.0,0.0,500.0,0.0,30529.2,78245.0,108774.2,0.004690282488380548,0.08774199999999976
2012-01-24,60.0586,56.736224,56.607377,1.0,0.0,500.0,0.0,30029.3,78245.0,108274.3,-0.004595758920773463,0.08274299999999979
2012-01-25,63.8086,56.911768,56.695706,1.0,0.0,500.0,0.0,31904.3,78245.0,110149.3,0.01731712881080738,0.10149299999999983
2012-01-26,63.5186,57.083225999999996,56.786564000000006,1.0,0.0,500.0,0.0,31759.3,78245.0,110004.3,-0.0013163951109993466,0.10004299999999988
2012-01-27,63.8971,57.277568,56.891178,1.0,0.0,500.0,0.0,31948.55,78245.0,110193.55,0.0017203872939512976,0.10193549999999996
2012-01-30,64.7157,57.46094,56.995849,1.0,0.0,500.0,0.0,32357.85,78245.0,110602.85,0.003714373481932487,0.10602850000000008
2012-01-31,65.2114,57.665825999999996,57.099492,1.0,0.0,500.0,0.0,32605.699999999997,78245.0,110850.7,0.0022409006639521056,0.10850700000000013
2012-02-01,65.17,57.890912,57.202421,1.0,0.0,500.0,0.0,32585.0,78245.0,110830.0,-0.00018673765704679823,0.10830000000000006
2012-02-02,65.0171,58.119997999999995,57.31333500000001,1.0,0.0,500.0,0.0,32508.55,78245.0,110753.55,-0.0006897951818100045,0.1075355
2012-02-03,65.6686,58.379056,57.42725,1.0,0.0,500.0,0.0,32834.299999999996,78245.0,111079.29999999999,0.002941214976856177,0.11079299999999992
2012-02-06,66.2814,58.628941999999995,57.540607,1.0,0.0,500.0,0.0,33140.700000000004,78245.0,111385.70000000001,0.0027583897269789492,0.1138570000000001
2012-02-07,66.9757,58.919914000000006,57.65422100000001,1.0,0.0,500.0,0.0,33487.85,78245.0,111732.85,0.0031166478282220744,0.11732849999999995
2012-02-08,68.0971,59.24308400000001,57.773821,1.0,0.0,500.0,0.0,34048.549999999996,78245.0,112293.54999999999,0.005018219798385015,0.12293549999999986
2012-02-09,70.4528,59.577512000000006,57.906206000000005,1.0,0.0,500.0,0.0,35226.4,78245.0,113471.4,0.010489026306497617,0.134714
2012-02-10,70.4886,59.920998,58.023049,1.0,0.0,500.0,0.0,35244.3,78245.0,113489.3,0.00015774900107001777,0.13489300000000015
2012-02-13,71.8,60.264998000000006,58.150406000000004,1.0,0.0,500.0,0.0,35900.0,78245.0,114145.0,0.0057776371869417975,0.14145000000000008
2012-02-14,72.78,60.612226,58.289435,1.0,0.0,500.0,0.0,36390.0,78245.0,114635.0,0.0042927854921372965,0.1463500000000002
2012-02-15,71.0957,60.920712,58.42636399999999,1.0,0.0,500.0,0.0,35547.85,78245.0,113792.85,-0.007346360186679446,0.13792850000000012
2012-02-16,71.7443,61.232712,58.566235999999996,1.0,0.0,500.0,0.0,35872.149999999994,78245.0,114117.15,0.0028499154384478143,0.14117149999999978
2012-02-17,71.7314,61.550340000000006,58.707592999999996,1.0,0.0,500.0,0.0,35865.7,78245.0,114110.7,-5.652086474294826e-05,0.14110699999999987
2012-02-21,73.55,61.909654,58.872721999999996,1.0,0.0,500.0,0.0,36775.0,78245.0,115020.0,0.007968577880952399,0.1501999999999999
2012-02-22,73.2914,62.25931,59.038478999999995,1.0,0.0,500.0,0.0,36645.7,78245.0,114890.7,-0.0011241523213354476,0.1489069999999999
2012-02-23,73.77,62.61008199999999,59.218222000000004,1.0,0.0,500.0,0.0,36885.0,78245.0,115130.0,0.002082849177522661,0.1513
2012-02-24,74.63,62.983140000000006,59.419779000000005,1.0,0.0,500.0,0.0,37315.0,78245.0,115560.0,0.0037349083644575565,0.15559999999999996
2012-02-27,75.1085,63.374424,59.635721,1.0,0.0,500.0,0.0,37554.25,78245.0,115799.25,0.0020703530633436884,0.15799249999999998
2012-02-28,76.4871,63.817910000000005,59.868449,1.0,0.0,500.0,0.0,38243.549999999996,78245.0,116488.54999999999,0.005952542870528044,0.16488550000000002
2012-02-29,77.4914,64.285052,60.10300599999999,1.0,0.0,500.0,0.0,38745.7,78245.0,116990.7,0.004310724101209917,0.16990700000000003
2012-03-01,77.7814,64.75205199999999,60.341719999999995,1.0,0.0,500.0,0.0,38890.700000000004,78245.0,117135.70000000001,0.0012394147568997038,0.1713570000000002
2012-03-02,77.8828,65.21768,60.592262,1.0,0.0,500.0,0.0,38941.4,78245.0,117186.4,0.00043283132298688187,0.17186400000000024
2012-03-05,76.1657,65.609708,60.798476,1.0,0.0,500.0,0.0,38082.85,78245.0,116327.85,-0.007326362103452166,0.16327850000000033
2012-03-06,75.7514,65.992036,60.984147,1.0,0.0,500.0,0.0,37875.700000000004,78245.0,116120.70000000001,-0.0017807429605205538,0.16120700000000032
2012-03-07,75.8128,66.369578,61.16771800000001,1.0,0.0,500.0,0.0,37906.4,78245.0,116151.4,0.0002643800803816543,0.16151400000000016
2012-03-08,77.4271,66.76574799999999,61.358518000000004,1.0,0.0,500.0,0.0,38713.549999999996,78245.0,116958.54999999999,0.006949119855636621,0.16958550000000017
2012-03-09,77.8814,67.161862,61.53447499999999,1.0,0.0,500.0,0.0,38940.7,78245.0,117185.7,0.0019421410405653372,0.17185700000000037
2012-03-12,78.8571,67.588604,61.72306,1.0,0.0,500.0,0.0,39428.55,78245.0,117673.55,0.004163050611124097,0.17673550000000038
2012-03-13,81.1571,68.05426,61.931431,1.0,0.0,500.0,0.0,40578.55,78245.0,118823.55,0.00977279940989284,0.18823550000000044
2012-03-14,84.2257,68.581632,62.204231,1.0,0.0,500.0,0.0,42112.85,78245.0,120357.85,0.012912423505273107,0.20357850000000033
2012-03-15,83.6514,69.079718,62.476017,1.0,0.0,500.0,0.0,41825.7,78245.0,120070.7,-0.002385802006267257,0.2007070000000002
2012-03-16,83.6528,69.57151800000001,62.751301999999995,1.0,0.0,500.0,0.0,41826.4,78245.0,120071.4,5.8298985514682045e-06,0.20071400000000028
2012-03-19,85.8714,70.09457400000001,63.030345,1.0,0.0,500.0,0.0,42935.7,78245.0,121180.7,0.009238669658220067,0.2118070000000003
2012-03-20,86.5657,70.619032,63.32775899999999,1.0,0.0,500.0,0.0,43282.850000000006,78245.0,121527.85,0.0028647301096627054,0.21527850000000037
2012-03-21,86.0714,71.135518,63.616187,1.0,0.0,500.0,0.0,43035.7,78245.0,121280.7,-0.0020336902199784568,0.2128070000000002
2012-03-22,85.62,71.638662,63.894259000000005,1.0,0.0,500.0,0.0,42810.0,78245.0,121055.0,-0.0018609721085053321,0.21055000000000024
2012-03-23,85.15,72.134376,64.167259,1.0,0.0,500.0,0.0,42575.0,78245.0,120820.0,-0.0019412663665275831,0.20820000000000016
2012-03-26,86.7114,72.664632,64.45611600000001,1.0,0.0,500.0,0.0,43355.7,78245.0,121600.7,0.0064616785300446455,0.21600700000000006
2012-03-27,87.7828,73.220832,64.767501,1.0,0.0,500.0,0.0,43891.399999999994,78245.0,122136.4,0.0044054022715329655,0.22136400000000012
2012-03-28,88.2314,73.772032,65.082087,1.0,0.0,500.0,0.0,44115.7,78245.0,122360.7,0.0018364713549769984,0.22360700000000033
2012-03-29,87.1228,74.28846,65.377501,1.0,0.0,500.0,0.0,43561.4,78245.0,121806.4,-0.004530049272356229,0.21806400000000026
2012-03-30,85.65,74.779318,65.66223000000001,1.0,0.0,500.0,0.0,42825.0,78245.0,121070.0,-0.006045659341381016,0.21070000000000033
2012-04-02,88.3757,75.34597600000001,65.974944,1.0,0.0,500.0,0.0,44187.85,78245.0,122432.85,0.011256710993640118,0.22432850000000037
2012-04-03,89.9028,75.922864,66.293644,1.0,0.0,500.0,0.0,44951.4,78245.0,123196.4,0.006236479833639397,0.23196400000000028
2012-04-04,89.1871,76.505434,66.620829,1.0,0.0,500.0,0.0,44593.55,78245.0,122838.55,-0.0029047115013099978,0.22838550000000035
